Freq.	V(oh_full)
1.11966869247618e+003	(-1.66038593475687e+001dB,-1.01372650301404e+002°)
1.12355590059043e+003	(-1.65743947190705e+001dB,-1.01411780490939e+002°)
1.12745660411364e+003	(-1.65449344701600e+001dB,-1.01451043313226e+002°)
1.13137084989850e+003	(-1.65154786304662e+001dB,-1.01490439194302e+002°)
1.13529868496033e+003	(-1.64860272298131e+001dB,-1.01529968561337e+002°)
1.13924015647769e+003	(-1.64565802982205e+001dB,-1.01569631842639e+002°)
1.14319531179290e+003	(-1.64271378659052e+001dB,-1.01609429467652e+002°)
1.14716419841269e+003	(-1.63976999632825e+001dB,-1.01649361866958e+002°)
1.15114686400869e+003	(-1.63682666209674e+001dB,-1.01689429472279e+002°)
1.15514335641803e+003	(-1.63388378697754e+001dB,-1.01729632716472e+002°)
1.15915372364393e+003	(-1.63094137407242e+001dB,-1.01769972033536e+002°)
1.16317801385628e+003	(-1.62799942650347e+001dB,-1.01810447858607e+002°)
1.16721627539217e+003	(-1.62505794741325e+001dB,-1.01851060627962e+002°)
1.17126855675653e+003	(-1.62211693996487e+001dB,-1.01891810779017e+002°)
1.17533490662268e+003	(-1.61917640734215e+001dB,-1.01932698750327e+002°)
1.17941537383291e+003	(-1.61623635274975e+001dB,-1.01973724981591e+002°)
1.18351000739910e+003	(-1.61329677941328e+001dB,-1.02014889913644e+002°)
1.18761885650327e+003	(-1.61035769057944e+001dB,-1.02056193988464e+002°)
1.19174197049819e+003	(-1.60741908951612e+001dB,-1.02097637649169e+002°)
1.19587939890798e+003	(-1.60448097951258e+001dB,-1.02139221340020e+002°)
1.20003119142869e+003	(-1.60154336387953e+001dB,-1.02180945506415e+002°)
1.20419739792888e+003	(-1.59860624594931e+001dB,-1.02222810594895e+002°)
1.20837806845029e+003	(-1.59566962907595e+001dB,-1.02264817053142e+002°)
1.21257325320835e+003	(-1.59273351663539e+001dB,-1.02306965329979e+002°)
1.21678300259284e+003	(-1.58979791202553e+001dB,-1.02349255875369e+002°)
1.22100736716848e+003	(-1.58686281866644e+001dB,-1.02391689140415e+002°)
1.22524639767554e+003	(-1.58392824000041e+001dB,-1.02434265577361e+002°)
1.22950014503044e+003	(-1.58099417949216e+001dB,-1.02476985639591e+002°)
1.23376866032638e+003	(-1.57806064062894e+001dB,-1.02519849781629e+002°)
1.23805199483394e+003	(-1.57512762692065e+001dB,-1.02562858459139e+002°)
1.24235020000170e+003	(-1.57219514190003e+001dB,-1.02606012128924e+002°)
1.24666332745683e+003	(-1.56926318912273e+001dB,-1.02649311248923e+002°)
1.25099142900578e+003	(-1.56633177216749e+001dB,-1.02692756278219e+002°)
1.25533455663483e+003	(-1.56340089463629e+001dB,-1.02736347677028e+002°)
1.25969276251076e+003	(-1.56047056015445e+001dB,-1.02780085906706e+002°)
1.26406609898144e+003	(-1.55754077237078e+001dB,-1.02823971429745e+002°)
1.26845461857649e+003	(-1.55461153495776e+001dB,-1.02868004709773e+002°)
1.27285837400790e+003	(-1.55168285161161e+001dB,-1.02912186211555e+002°)
1.27727741817067e+003	(-1.54875472605251e+001dB,-1.02956516400990e+002°)
1.28171180414343e+003	(-1.54582716202467e+001dB,-1.03000995745110e+002°)
1.28616158518908e+003	(-1.54290016329655e+001dB,-1.03045624712083e+002°)
1.29062681475544e+003	(-1.53997373366092e+001dB,-1.03090403771208e+002°)
1.29510754647589e+003	(-1.53704787693506e+001dB,-1.03135333392917e+002°)
1.29960383417001e+003	(-1.53412259696091e+001dB,-1.03180414048771e+002°)
1.30411573184424e+003	(-1.53119789760518e+001dB,-1.03225646211462e+002°)
1.30864329369249e+003	(-1.52827378275951e+001dB,-1.03271030354812e+002°)
1.31318657409683e+003	(-1.52535025634063e+001dB,-1.03316566953768e+002°)
1.31774562762815e+003	(-1.52242732229051e+001dB,-1.03362256484408e+002°)
1.32232050904677e+003	(-1.51950498457647e+001dB,-1.03408099423931e+002°)
1.32691127330314e+003	(-1.51658324719138e+001dB,-1.03454096250663e+002°)
1.33151797553848e+003	(-1.51366211415379e+001dB,-1.03500247444053e+002°)
1.33614067108543e+003	(-1.51074158950807e+001dB,-1.03546553484671e+002°)
1.34077941546875e+003	(-1.50782167732455e+001dB,-1.03593014854208e+002°)
1.34543426440598e+003	(-1.50490238169974e+001dB,-1.03639632035475e+002°)
1.35010527380807e+003	(-1.50198370675639e+001dB,-1.03686405512397e+002°)
1.35479249978008e+003	(-1.49906565664371e+001dB,-1.03733335770020e+002°)
1.35949599862188e+003	(-1.49614823553750e+001dB,-1.03780423294501e+002°)
1.36421582682877e+003	(-1.49323144764030e+001dB,-1.03827668573111e+002°)
1.36895204109220e+003	(-1.49031529718157e+001dB,-1.03875072094232e+002°)
1.37370469830044e+003	(-1.48739978841781e+001dB,-1.03922634347356e+002°)
1.37847385553927e+003	(-1.48448492563274e+001dB,-1.03970355823082e+002°)
1.38325957009262e+003	(-1.48157071313747e+001dB,-1.04018237013115e+002°)
1.38806189944335e+003	(-1.47865715527063e+001dB,-1.04066278410265e+002°)
1.39288090127384e+003	(-1.47574425639853e+001dB,-1.04114480508441e+002°)
1.39771663346675e+003	(-1.47283202091535e+001dB,-1.04162843802655e+002°)
1.40256915410570e+003	(-1.46992045324328e+001dB,-1.04211368789015e+002°)
1.40743852147594e+003	(-1.46700955783267e+001dB,-1.04260055964725e+002°)
1.41232479406509e+003	(-1.46409933916222e+001dB,-1.04308905828084e+002°)
1.41722803056382e+003	(-1.46118980173910e+001dB,-1.04357918878480e+002°)
1.42214828986655e+003	(-1.45828095009918e+001dB,-1.04407095616391e+002°)
1.42708563107219e+003	(-1.45537278880711e+001dB,-1.04456436543381e+002°)
1.43204011348480e+003	(-1.45246532245657e+001dB,-1.04505942162099e+002°)
1.43701179661433e+003	(-1.44955855567036e+001dB,-1.04555612976274e+002°)
1.44200074017737e+003	(-1.44665249310062e+001dB,-1.04605449490715e+002°)
1.44700700409778e+003	(-1.44374713942897e+001dB,-1.04655452211307e+002°)
1.45203064850750e+003	(-1.44084249936668e+001dB,-1.04705621645009e+002°)
1.45707173374721e+003	(-1.43793857765484e+001dB,-1.04755958299849e+002°)
1.46213032036708e+003	(-1.43503537906453e+001dB,-1.04806462684926e+002°)
1.46720646912752e+003	(-1.43213290839700e+001dB,-1.04857135310402e+002°)
1.47230024099984e+003	(-1.42923117048382e+001dB,-1.04907976687500e+002°)
1.47741169716707e+003	(-1.42633017018706e+001dB,-1.04958987328504e+002°)
1.48254089902464e+003	(-1.42342991239946e+001dB,-1.05010167746753e+002°)
1.48768790818110e+003	(-1.42053040204460e+001dB,-1.05061518456640e+002°)
1.49285278645893e+003	(-1.41763164407709e+001dB,-1.05113039973604e+002°)
1.49803559589523e+003	(-1.41473364348272e+001dB,-1.05164732814134e+002°)
1.50323639874246e+003	(-1.41183640527863e+001dB,-1.05216597495760e+002°)
1.50845525746923e+003	(-1.40893993451352e+001dB,-1.05268634537050e+002°)
1.51369223476100e+003	(-1.40604423626778e+001dB,-1.05320844457609e+002°)
1.51894739352087e+003	(-1.40314931565372e+001dB,-1.05373227778074e+002°)
1.52422079687034e+003	(-1.40025517781568e+001dB,-1.05425785020110e+002°)
1.52951250815003e+003	(-1.39736182793028e+001dB,-1.05478516706407e+002°)
1.53482259092047e+003	(-1.39446927120651e+001dB,-1.05531423360674e+002°)
1.54015110896285e+003	(-1.39157751288602e+001dB,-1.05584505507638e+002°)
1.54549812627980e+003	(-1.38868655824320e+001dB,-1.05637763673039e+002°)
1.55086370709615e+003	(-1.38579641258540e+001dB,-1.05691198383625e+002°)
1.55624791585970e+003	(-1.38290708125313e+001dB,-1.05744810167148e+002°)
1.56165081724200e+003	(-1.38001856962020e+001dB,-1.05798599552362e+002°)
1.56707247613913e+003	(-1.37713088309392e+001dB,-1.05852567069014e+002°)
1.57251295767245e+003	(-1.37424402711531e+001dB,-1.05906713247845e+002°)
1.57797232718942e+003	(-1.37135800715924e+001dB,-1.05961038620581e+002°)
1.58345065026438e+003	(-1.36847282873462e+001dB,-1.06015543719933e+002°)
1.58894799269930e+003	(-1.36558849738463e+001dB,-1.06070229079585e+002°)
1.59446442052464e+003	(-1.36270501868683e+001dB,-1.06125095234200e+002°)
1.60000000000005e+003	(-1.35982239825342e+001dB,-1.06180142719403e+002°)
1.60555479761525e+003	(-1.35694064173138e+001dB,-1.06235372071787e+002°)
1.61112888009080e+003	(-1.35405975480266e+001dB,-1.06290783828900e+002°)
1.61672231437887e+003	(-1.35117974318440e+001dB,-1.06346378529245e+002°)
1.62233516766409e+003	(-1.34830061262908e+001dB,-1.06402156712272e+002°)
1.62796750736435e+003	(-1.34542236892471e+001dB,-1.06458118918374e+002°)
1.63361940113156e+003	(-1.34254501789507e+001dB,-1.06514265688880e+002°)
1.63929091685253e+003	(-1.33966856539982e+001dB,-1.06570597566051e+002°)
1.64498212264975e+003	(-1.33679301733478e+001dB,-1.06627115093077e+002°)
1.65069308688222e+003	(-1.33391837963204e+001dB,-1.06683818814065e+002°)
1.65642387814625e+003	(-1.33104465826018e+001dB,-1.06740709274038e+002°)
1.66217456527631e+003	(-1.32817185922451e+001dB,-1.06797787018928e+002°)
1.66794521734584e+003	(-1.32529998856718e+001dB,-1.06855052595571e+002°)
1.67373590366810e+003	(-1.32242905236744e+001dB,-1.06912506551700e+002°)
1.67954669379696e+003	(-1.31955905674179e+001dB,-1.06970149435936e+002°)
1.68537765752779e+003	(-1.31669000784420e+001dB,-1.07027981797788e+002°)
1.69122886489826e+003	(-1.31382191186630e+001dB,-1.07086004187643e+002°)
1.69710038618920e+003	(-1.31095477503758e+001dB,-1.07144217156758e+002°)
1.70299229192543e+003	(-1.30808860362556e+001dB,-1.07202621257257e+002°)
1.70890465287661e+003	(-1.30522340393604e+001dB,-1.07261217042122e+002°)
1.71483754005812e+003	(-1.30235918231321e+001dB,-1.07320005065188e+002°)
1.72079102473186e+003	(-1.29949594513996e+001dB,-1.07378985881135e+002°)
1.72676517840714e+003	(-1.29663369883797e+001dB,-1.07438160045481e+002°)
1.73276007284153e+003	(-1.29377244986799e+001dB,-1.07497528114575e+002°)
1.73877578004175e+003	(-1.29091220473000e+001dB,-1.07557090645591e+002°)
1.74481237226446e+003	(-1.28805296996340e+001dB,-1.07616848196520e+002°)
1.75086992201724e+003	(-1.28519475214726e+001dB,-1.07676801326161e+002°)
1.75694850205933e+003	(-1.28233755790045e+001dB,-1.07736950594118e+002°)
1.76304818540263e+003	(-1.27948139388190e+001dB,-1.07797296560786e+002°)
1.76916904531248e+003	(-1.27662626679079e+001dB,-1.07857839787351e+002°)
1.77531115530861e+003	(-1.27377218336672e+001dB,-1.07918580835773e+002°)
1.78147458916595e+003	(-1.27091915038994e+001dB,-1.07979520268789e+002°)
1.78765942091561e+003	(-1.26806717468157e+001dB,-1.08040658649894e+002°)
1.79386572484567e+003	(-1.26521626310376e+001dB,-1.08101996543341e+002°)
1.80009357550215e+003	(-1.26236642255991e+001dB,-1.08163534514130e+002°)
1.80634304768987e+003	(-1.25951765999491e+001dB,-1.08225273127997e+002°)
1.81261421647333e+003	(-1.25666998239528e+001dB,-1.08287212951411e+002°)
1.81890715717768e+003	(-1.25382339678944e+001dB,-1.08349354551561e+002°)
1.82522194538953e+003	(-1.25097791024787e+001dB,-1.08411698496348e+002°)
1.83155865695795e+003	(-1.24813352988333e+001dB,-1.08474245354378e+002°)
1.83791736799531e+003	(-1.24529026285107e+001dB,-1.08536995694951e+002°)
1.84429815487824e+003	(-1.24244811634904e+001dB,-1.08599950088055e+002°)
1.85070109424852e+003	(-1.23960709761808e+001dB,-1.08663109104352e+002°)
1.85712626301401e+003	(-1.23676721394216e+001dB,-1.08726473315173e+002°)
1.86357373834959e+003	(-1.23392847264854e+001dB,-1.08790043292507e+002°)
1.87004359769805e+003	(-1.23109088110803e+001dB,-1.08853819608990e+002°)
1.87653591877106e+003	(-1.22825444673516e+001dB,-1.08917802837899e+002°)
1.88305077955009e+003	(-1.22541917698841e+001dB,-1.08981993553137e+002°)
1.88958825828731e+003	(-1.22258507937040e+001dB,-1.09046392329230e+002°)
1.89614843350659e+003	(-1.21975216142811e+001dB,-1.09110999741308e+002°)
1.90273138400441e+003	(-1.21692043075312e+001dB,-1.09175816365105e+002°)
1.90933718885081e+003	(-1.21408989498174e+001dB,-1.09240842776940e+002°)
1.91596592739035e+003	(-1.21126056179532e+001dB,-1.09306079553710e+002°)
1.92261767924302e+003	(-1.20843243892039e+001dB,-1.09371527272882e+002°)
1.92929252430528e+003	(-1.20560553412888e+001dB,-1.09437186512476e+002°)
1.93599054275093e+003	(-1.20277985523837e+001dB,-1.09503057851062e+002°)
1.94271181503214e+003	(-1.19995541011225e+001dB,-1.09569141867742e+002°)
1.94945642188037e+003	(-1.19713220665996e+001dB,-1.09635439142142e+002°)
1.95622444430737e+003	(-1.19431025283722e+001dB,-1.09701950254403e+002°)
1.96301596360615e+003	(-1.19148955664619e+001dB,-1.09768675785163e+002°)
1.96983106135193e+003	(-1.18867012613573e+001dB,-1.09835616315553e+002°)
1.97666981940315e+003	(-1.18585196940157e+001dB,-1.09902772427182e+002°)
1.98353231990244e+003	(-1.18303509458658e+001dB,-1.09970144702123e+002°)
1.99041864527761e+003	(-1.18021950988092e+001dB,-1.10037733722904e+002°)
1.99732887824264e+003	(-1.17740522352229e+001dB,-1.10105540072496e+002°)
2.00426310179867e+003	(-1.17459224379613e+001dB,-1.10173564334300e+002°)
2.01122139923499e+003	(-1.17178057903584e+001dB,-1.10241807092134e+002°)
2.01820385413006e+003	(-1.16897023762300e+001dB,-1.10310268930219e+002°)
2.02521055035251e+003	(-1.16616122798753e+001dB,-1.10378950433173e+002°)
2.03224157206213e+003	(-1.16335355860800e+001dB,-1.10447852185989e+002°)
2.03929700371088e+003	(-1.16054723801174e+001dB,-1.10516974774030e+002°)
2.04637693004395e+003	(-1.15774227477513e+001dB,-1.10586318783011e+002°)
2.05348143610071e+003	(-1.15493867752378e+001dB,-1.10655884798986e+002°)
2.06061060721579e+003	(-1.15213645493274e+001dB,-1.10725673408339e+002°)
2.06776452902005e+003	(-1.14933561572671e+001dB,-1.10795685197765e+002°)
2.07494328744168e+003	(-1.14653616868028e+001dB,-1.10865920754258e+002°)
2.08214696870716e+003	(-1.14373812261813e+001dB,-1.10936380665101e+002°)
2.08937565934234e+003	(-1.14094148641521e+001dB,-1.11007065517846e+002°)
2.09662944617345e+003	(-1.13814626899700e+001dB,-1.11077975900302e+002°)
2.10390841632818e+003	(-1.13535247933972e+001dB,-1.11149112400525e+002°)
2.11121265723670e+003	(-1.13256012647050e+001dB,-1.11220475606796e+002°)
2.11854225663271e+003	(-1.12976921946762e+001dB,-1.11292066107612e+002°)
2.12589730255449e+003	(-1.12697976746074e+001dB,-1.11363884491669e+002°)
2.13327788334599e+003	(-1.12419177963109e+001dB,-1.11435931347848e+002°)
2.14068408765785e+003	(-1.12140526521166e+001dB,-1.11508207265198e+002°)
2.14811600444849e+003	(-1.11862023348747e+001dB,-1.11580712832923e+002°)
2.15557372298518e+003	(-1.11583669379572e+001dB,-1.11653448640367e+002°)
2.16305733284507e+003	(-1.11305465552607e+001dB,-1.11726415276993e+002°)
2.17056692391635e+003	(-1.11027412812076e+001dB,-1.11799613332376e+002°)
2.17810258639923e+003	(-1.10749512107492e+001dB,-1.11873043396180e+002°)
2.18566441080711e+003	(-1.10471764393669e+001dB,-1.11946706058143e+002°)
2.19325248796760e+003	(-1.10194170630751e+001dB,-1.12020601908065e+002°)
2.20086690902366e+003	(-1.09916731784226e+001dB,-1.12094731535788e+002°)
2.20850776543468e+003	(-1.09639448824952e+001dB,-1.12169095531177e+002°)
2.21617514897755e+003	(-1.09362322729176e+001dB,-1.12243694484110e+002°)
2.22386915174781e+003	(-1.09085354478555e+001dB,-1.12318528984456e+002°)
2.23158986616072e+003	(-1.08808545060177e+001dB,-1.12393599622058e+002°)
2.23933738495239e+003	(-1.08531895466580e+001dB,-1.12468906986719e+002°)
2.24711180118087e+003	(-1.08255406695775e+001dB,-1.12544451668182e+002°)
2.25491320822731e+003	(-1.07979079751268e+001dB,-1.12620234256112e+002°)
2.26274169979703e+003	(-1.07702915642077e+001dB,-1.12696255340080e+002°)
2.27059736992069e+003	(-1.07426915382753e+001dB,-1.12772515509544e+002°)
2.27848031295539e+003	(-1.07151079993405e+001dB,-1.12849015353831e+002°)
2.28639062358583e+003	(-1.06875410499714e+001dB,-1.12925755462118e+002°)
2.29432839682540e+003	(-1.06599907932959e+001dB,-1.13002736423417e+002°)
2.30229372801739e+003	(-1.06324573330034e+001dB,-1.13079958826551e+002°)
2.31028671283607e+003	(-1.06049407733469e+001dB,-1.13157423260138e+002°)
2.31830744728788e+003	(-1.05774412191453e+001dB,-1.13235130312572e+002°)
2.32635602771258e+003	(-1.05499587757850e+001dB,-1.13313080572005e+002°)
2.33443255078436e+003	(-1.05224935492219e+001dB,-1.13391274626324e+002°)
2.34253711351308e+003	(-1.04950456459840e+001dB,-1.13469713063134e+002°)
2.35066981324537e+003	(-1.04676151731726e+001dB,-1.13548396469741e+002°)
2.35883074766584e+003	(-1.04402022384650e+001dB,-1.13627325433124e+002°)
2.36702001479822e+003	(-1.04128069501159e+001dB,-1.13706500539922e+002°)
2.37523771300656e+003	(-1.03854294169599e+001dB,-1.13785922376414e+002°)
2.38348394099641e+003	(-1.03580697484128e+001dB,-1.13865591528491e+002°)
2.39175879781598e+003	(-1.03307280544743e+001dB,-1.13945508581645e+002°)
2.40006238285739e+003	(-1.03034044457294e+001dB,-1.14025674120941e+002°)
2.40839479585779e+003	(-1.02760990333506e+001dB,-1.14106088730999e+002°)
2.41675613690060e+003	(-1.02488119290997e+001dB,-1.14186752995973e+002°)
2.42514650641672e+003	(-1.02215432453299e+001dB,-1.14267667499526e+002°)
2.43356600518570e+003	(-1.01942930949873e+001dB,-1.14348832824816e+002°)
2.44201473433698e+003	(-1.01670615916132e+001dB,-1.14430249554466e+002°)
2.45049279535110e+003	(-1.01398488493461e+001dB,-1.14511918270545e+002°)
2.45900029006091e+003	(-1.01126549829229e+001dB,-1.14593839554549e+002°)
2.46753732065279e+003	(-1.00854801076816e+001dB,-1.14676013987374e+002°)
2.47610398966791e+003	(-1.00583243395624e+001dB,-1.14758442149296e+002°)
2.48470040000341e+003	(-1.00311877951100e+001dB,-1.14841124619946e+002°)
2.49332665491369e+003	(-1.00040705914755e+001dB,-1.14924061978291e+002°)
2.50198285801159e+003	(-9.97697284641771e+000dB,-1.15007254802608e+002°)
2.51066911326969e+003	(-9.94989467830557e+000dB,-1.15090703670459e+002°)
2.51938552502154e+003	(-9.92283620611942e+000dB,-1.15174409158672e+002°)
2.52813219796290e+003	(-9.89579754945309e+000dB,-1.15258371843315e+002°)
2.53690923715300e+003	(-9.86877882851566e+000dB,-1.15342592299669e+002°)
2.54571674801583e+003	(-9.84178016413289e+000dB,-1.15427071102211e+002°)
2.55455483634137e+003	(-9.81480167774943e+000dB,-1.15511808824583e+002°)
2.56342360828688e+003	(-9.78784349143016e+000dB,-1.15596806039570e+002°)
2.57232317037818e+003	(-9.76090572786209e+000dB,-1.15682063319076e+002°)
2.58125362951090e+003	(-9.73398851035597e+000dB,-1.15767581234099e+002°)
2.59021509295180e+003	(-9.70709196284794e+000dB,-1.15853360354704e+002°)
2.59920766834005e+003	(-9.68021620990138e+000dB,-1.15939401249999e+002°)
2.60823146368849e+003	(-9.65336137670831e+000dB,-1.16025704488112e+002°)
2.61728658738499e+003	(-9.62652758909120e+000dB,-1.16112270636160e+002°)
2.62637314819369e+003	(-9.59971497350440e+000dB,-1.16199100260227e+002°)
2.63549125525633e+003	(-9.57292365703596e+000dB,-1.16286193925336e+002°)
2.64464101809357e+003	(-9.54615376740900e+000dB,-1.16373552195426e+002°)
2.65382254660631e+003	(-9.51940543298336e+000dB,-1.16461175633320e+002°)
2.66303595107697e+003	(-9.49267878275725e+000dB,-1.16549064800703e+002°)
2.67228134217088e+003	(-9.46597394636853e+000dB,-1.16637220258093e+002°)
2.68155883093753e+003	(-9.43929105409630e+000dB,-1.16725642564814e+002°)
2.69086852881198e+003	(-9.41263023686264e+000dB,-1.16814332278970e+002°)
2.70021054761615e+003	(-9.38599162623367e+000dB,-1.16903289957416e+002°)
2.70958499956018e+003	(-9.35937535442131e+000dB,-1.16992516155730e+002°)
2.71899199724378e+003	(-9.33278155428446e+000dB,-1.17082011428186e+002°)
2.72843165365756e+003	(-9.30621035933065e+000dB,-1.17171776327728e+002°)
2.73790408218443e+003	(-9.27966190371722e+000dB,-1.17261811405937e+002°)
2.74740939660091e+003	(-9.25313632225286e+000dB,-1.17352117213005e+002°)
2.75694771107855e+003	(-9.22663375039879e+000dB,-1.17442694297708e+002°)
2.76651914018527e+003	(-9.20015432427003e+000dB,-1.17533543207374e+002°)
2.77612379888672e+003	(-9.17369818063708e+000dB,-1.17624664487855e+002°)
2.78576180254770e+003	(-9.14726545692671e+000dB,-1.17716058683499e+002°)
2.79543326693352e+003	(-9.12085629122355e+000dB,-1.17807726337118e+002°)
2.80513830821141e+003	(-9.09447082227103e+000dB,-1.17899667989961e+002°)
2.81487704295190e+003	(-9.06810918947302e+000dB,-1.17991884181681e+002°)
2.82464958813020e+003	(-9.04177153289445e+000dB,-1.18084375450308e+002°)
2.83445606112766e+003	(-9.01545799326307e+000dB,-1.18177142332217e+002°)
2.84429657973313e+003	(-8.98916871196987e+000dB,-1.18270185362098e+002°)
2.85417126214440e+003	(-8.96290383107085e+000dB,-1.18363505072923e+002°)
2.86408022696962e+003	(-8.93666349328779e+000dB,-1.18457101995920e+002°)
2.87402359322869e+003	(-8.91044784200934e+000dB,-1.18550976660536e+002°)
2.88400148035476e+003	(-8.88425702129199e+000dB,-1.18645129594410e+002°)
2.89401400819559e+003	(-8.85809117586110e+000dB,-1.18739561323342e+002°)
2.90406129701502e+003	(-8.83195045111202e+000dB,-1.18834272371255e+002°)
2.91414346749444e+003	(-8.80583499311078e+000dB,-1.18929263260170e+002°)
2.92426064073419e+003	(-8.77974494859514e+000dB,-1.19024534510172e+002°)
2.93441293825506e+003	(-8.75368046497560e+000dB,-1.19120086639375e+002°)
2.94460048199971e+003	(-8.72764169033600e+000dB,-1.19215920163893e+002°)
2.95482339433417e+003	(-8.70162877343454e+000dB,-1.19312035597804e+002°)
2.96508179804930e+003	(-8.67564186370451e+000dB,-1.19408433453120e+002°)
2.97537581636223e+003	(-8.64968111125496e+000dB,-1.19505114239752e+002°)
2.98570557291789e+003	(-8.62374666687175e+000dB,-1.19602078465478e+002°)
2.99607119179049e+003	(-8.59783868201777e+000dB,-1.19699326635909e+002°)
3.00647279748495e+003	(-8.57195730883417e+000dB,-1.19796859254454e+002°)
3.01691051493848e+003	(-8.54610270014054e+000dB,-1.19894676822288e+002°)
3.02738446952202e+003	(-8.52027500943582e+000dB,-1.19992779838316e+002°)
3.03789478704177e+003	(-8.49447439089861e+000dB,-1.20091168799143e+002°)
3.04844159374071e+003	(-8.46870099938807e+000dB,-1.20189844199032e+002°)
3.05902501630009e+003	(-8.44295499044404e+000dB,-1.20288806529878e+002°)
3.06964518184096e+003	(-8.41723652028789e+000dB,-1.20388056281166e+002°)
3.08030221792572e+003	(-8.39154574582260e+000dB,-1.20487593939940e+002°)
3.09099625255962e+003	(-8.36588282463347e+000dB,-1.20587419990767e+002°)
3.10172741419232e+003	(-8.34024791498832e+000dB,-1.20687534915700e+002°)
3.11249583171943e+003	(-8.31464117583785e+000dB,-1.20787939194245e+002°)
3.12330163448404e+003	(-8.28906276681606e+000dB,-1.20888633303323e+002°)
3.13414495227828e+003	(-8.26351284824030e+000dB,-1.20989617717236e+002°)
3.14502591534492e+003	(-8.23799158111161e+000dB,-1.21090892907628e+002°)
3.15594465437887e+003	(-8.21249912711512e+000dB,-1.21192459343452e+002°)
3.16690130052878e+003	(-8.18703564861973e+000dB,-1.21294317490932e+002°)
3.17789598539863e+003	(-8.16160130867874e+000dB,-1.21396467813525e+002°)
3.18892884104930e+003	(-8.13619627102932e+000dB,-1.21498910771887e+002°)
3.20000000000012e+003	(-8.11082070009329e+000dB,-1.21601646823832e+002°)
3.21110959523053e+003	(-8.08547476097649e+000dB,-1.21704676424301e+002°)
3.22225776018162e+003	(-8.06015861946893e+000dB,-1.21808000025316e+002°)
3.23344462875777e+003	(-8.03487244204494e+000dB,-1.21911618075952e+002°)
3.24467033532822e+003	(-8.00961639586267e+000dB,-1.22015531022290e+002°)
3.25593501472872e+003	(-7.98439064876408e+000dB,-1.22119739307388e+002°)
3.26723880226314e+003	(-7.95919536927490e+000dB,-1.22224243371236e+002°)
3.27858183370509e+003	(-7.93403072660399e+000dB,-1.22329043650719e+002°)
3.28996424529954e+003	(-7.90889689064342e+000dB,-1.22434140579584e+002°)
3.30138617376447e+003	(-7.88379403196802e+000dB,-1.22539534588393e+002°)
3.31284775629253e+003	(-7.85872232183486e+000dB,-1.22645226104493e+002°)
3.32434913055265e+003	(-7.83368193218291e+000dB,-1.22751215551968e+002°)
3.33589043469172e+003	(-7.80867303563262e+000dB,-1.22857503351609e+002°)
3.34747180733622e+003	(-7.78369580548534e+000dB,-1.22964089920869e+002°)
3.35909338759394e+003	(-7.75875041572285e+000dB,-1.23070975673824e+002°)
3.37075531505560e+003	(-7.73383704100650e+000dB,-1.23178161021137e+002°)
3.38245772979655e+003	(-7.70895585667702e+000dB,-1.23285646370015e+002°)
3.39420077237843e+003	(-7.68410703875324e+000dB,-1.23393432124169e+002°)
3.40598458385088e+003	(-7.65929076393165e+000dB,-1.23501518683778e+002°)
3.41780930575326e+003	(-7.63450720958588e+000dB,-1.23609906445445e+002°)
3.42967508011627e+003	(-7.60975655376516e+000dB,-1.23718595802158e+002°)
3.44158204946374e+003	(-7.58503897519419e+000dB,-1.23827587143250e+002°)
3.45353035681430e+003	(-7.56035465327158e+000dB,-1.23936880854358e+002°)
3.46552014568309e+003	(-7.53570376806918e+000dB,-1.24046477317383e+002°)
3.47755156008352e+003	(-7.51108650033088e+000dB,-1.24156376910449e+002°)
3.48962474452896e+003	(-7.48650303147196e+000dB,-1.24266580007861e+002°)
3.50173984403450e+003	(-7.46195354357703e+000dB,-1.24377086980066e+002°)
3.51389700411870e+003	(-7.43743821939987e+000dB,-1.24487898193612e+002°)
3.52609637080529e+003	(-7.41295724236144e+000dB,-1.24599014011102e+002°)
3.53833809062500e+003	(-7.38851079654890e+000dB,-1.24710434791159e+002°)
3.55062231061724e+003	(-7.36409906671441e+000dB,-1.24822160888381e+002°)
3.56294917833194e+003	(-7.33972223827321e+000dB,-1.24934192653301e+002°)
3.57531884183124e+003	(-7.31538049730258e+000dB,-1.25046530432343e+002°)
3.58773144969137e+003	(-7.29107403054037e+000dB,-1.25159174567782e+002°)
3.60018715100433e+003	(-7.26680302538303e+000dB,-1.25272125397701e+002°)
3.61268609537976e+003	(-7.24256766988451e+000dB,-1.25385383255951e+002°)
3.62522843294670e+003	(-7.21836815275408e+000dB,-1.25498948472106e+002°)
3.63781431435539e+003	(-7.19420466335508e+000dB,-1.25612821371423e+002°)
3.65044389077910e+003	(-7.17007739170269e+000dB,-1.25727002274799e+002°)
3.66311731391594e+003	(-7.14598652846248e+000dB,-1.25841491498727e+002°)
3.67583473599066e+003	(-7.12193226494807e+000dB,-1.25956289355256e+002°)
3.68859630975651e+003	(-7.09791479311966e+000dB,-1.26071396151947e+002°)
3.70140218849707e+003	(-7.07393430558166e+000dB,-1.26186812191832e+002°)
3.71425252602805e+003	(-7.04999099558076e+000dB,-1.26302537773367e+002°)
3.72714747669921e+003	(-7.02608505700379e+000dB,-1.26418573190394e+002°)
3.74008719539613e+003	(-7.00221668437551e+000dB,-1.26534918732097e+002°)
