Freq.	V(oh)
3.45814892523151e+002	(-5.29460122476222e+001dB,1.48826179013952e+002°)
3.47015474860832e+002	(-5.28932284455683e+001dB,1.48908258877595e+002°)
3.48220225318454e+002	(-5.28404048339247e+001dB,1.48990175779488e+002°)
3.49429158366682e+002	(-5.27875415433111e+001dB,1.49071929159694e+002°)
3.50642288526419e+002	(-5.27346387045343e+001dB,1.49153518464340e+002°)
3.51859630368979e+002	(-5.26816964485802e+001dB,1.49234943145616e+002°)
3.53081198516267e+002	(-5.26287149066051e+001dB,1.49316202661758e+002°)
3.54307007640949e+002	(-5.25756942099276e+001dB,1.49397296477047e+002°)
3.55537072466633e+002	(-5.25226344900205e+001dB,1.49478224061793e+002°)
3.56771407768042e+002	(-5.24695358785025e+001dB,1.49558984892329e+002°)
3.58010028371194e+002	(-5.24163985071301e+001dB,1.49639578450999e+002°)
3.59252949153579e+002	(-5.23632225077896e+001dB,1.49720004226149e+002°)
3.60500185044337e+002	(-5.23100080124887e+001dB,1.49800261712112e+002°)
3.61751751024440e+002	(-5.22567551533490e+001dB,1.49880350409199e+002°)
3.63007662126869e+002	(-5.22034640625977e+001dB,1.49960269823687e+002°)
3.64267933436796e+002	(-5.21501348725595e+001dB,1.50040019467805e+002°)
3.65532580091765e+002	(-5.20967677156493e+001dB,1.50119598859719e+002°)
3.66801617281874e+002	(-5.20433627243637e+001dB,1.50199007523524e+002°)
3.68075060249955e+002	(-5.19899200312738e+001dB,1.50278244989223e+002°)
3.69352924291763e+002	(-5.19364397690168e+001dB,1.50357310792719e+002°)
3.70635224756153e+002	(-5.18829220702888e+001dB,1.50436204475795e+002°)
3.71921977045270e+002	(-5.18293670678371e+001dB,1.50514925586101e+002°)
3.73213196614728e+002	(-5.17757748944524e+001dB,1.50593473677139e+002°)
3.74508898973802e+002	(-5.17221456829611e+001dB,1.50671848308244e+002°)
3.75809099685610e+002	(-5.16684795662182e+001dB,1.50750049044572e+002°)
3.77113814367301e+002	(-5.16147766770994e+001dB,1.50828075457076e+002°)
3.78423058690244e+002	(-5.15610371484940e+001dB,1.50905927122499e+002°)
3.79736848380213e+002	(-5.15072611132973e+001dB,1.50983603623344e+002°)
3.81055199217580e+002	(-5.14534487044033e+001dB,1.51061104547866e+002°)
3.82378127037502e+002	(-5.13996000546976e+001dB,1.51138429490049e+002°)
3.83705647730111e+002	(-5.13457152970500e+001dB,1.51215578049586e+002°)
3.85037777240706e+002	(-5.12917945643073e+001dB,1.51292549831865e+002°)
3.86374531569944e+002	(-5.12378379892861e+001dB,1.51369344447942e+002°)
3.87715926774031e+002	(-5.11838457047661e+001dB,1.51445961514528e+002°)
3.89061978964920e+002	(-5.11298178434826e+001dB,1.51522400653964e+002°)
3.90412704310495e+002	(-5.10757545381199e+001dB,1.51598661494204e+002°)
3.91768119034776e+002	(-5.10216559213040e+001dB,1.51674743668790e+002°)
3.93128239418106e+002	(-5.09675221255960e+001dB,1.51750646816834e+002°)
3.94493081797349e+002	(-5.09133532834853e+001dB,1.51826370582997e+002°)
3.95862662566088e+002	(-5.08591495273825e+001dB,1.51901914617462e+002°)
3.97236998174820e+002	(-5.08049109896132e+001dB,1.51977278575918e+002°)
3.98616105131153e+002	(-5.07506378024109e+001dB,1.52052462119532e+002°)
4.00000000000006e+002	(-5.06963300979103e+001dB,1.52127464914932e+002°)
4.01388699403807e+002	(-5.06419880081415e+001dB,1.52202286634177e+002°)
4.02782220022693e+002	(-5.05876116650224e+001dB,1.52276926954741e+002°)
4.04180578594711e+002	(-5.05332012003531e+001dB,1.52351385559481e+002°)
4.05583791916018e+002	(-5.04787567458093e+001dB,1.52425662136621e+002°)
4.06991876841081e+002	(-5.04242784329356e+001dB,1.52499756379723e+002°)
4.08404850282883e+002	(-5.03697663931397e+001dB,1.52573667987662e+002°)
4.09822729213127e+002	(-5.03152207576858e+001dB,1.52647396664604e+002°)
4.11245530662433e+002	(-5.02606416576886e+001dB,1.52720942119981e+002°)
4.12673271720550e+002	(-5.02060292241072e+001dB,1.52794304068462e+002°)
4.14105969536557e+002	(-5.01513835877388e+001dB,1.52867482229930e+002°)
4.15543641319072e+002	(-5.00967048792131e+001dB,1.52940476329456e+002°)
4.16986304336455e+002	(-5.00419932289858e+001dB,1.53013286097275e+002°)
4.18433975917018e+002	(-4.99872487673331e+001dB,1.53085911268754e+002°)
4.19886673449233e+002	(-4.99324716243457e+001dB,1.53158351584370e+002°)
4.21344414381941e+002	(-4.98776619299231e+001dB,1.53230606789684e+002°)
4.22807216224559e+002	(-4.98228198137676e+001dB,1.53302676635310e+002°)
4.24275096547293e+002	(-4.97679454053789e+001dB,1.53374560876890e+002°)
4.25748072981350e+002	(-4.97130388340484e+001dB,1.53446259275069e+002°)
4.27226163219147e+002	(-4.96581002288534e+001dB,1.53517771595461e+002°)
4.28709385014524e+002	(-4.96031297186520e+001dB,1.53589097608630e+002°)
4.30197756182958e+002	(-4.95481274320772e+001dB,1.53660237090053e+002°)
4.31691294601777e+002	(-4.94930934975317e+001dB,1.53731189820099e+002°)
4.33190018210377e+002	(-4.94380280431826e+001dB,1.53801955583995e+002°)
4.34693945010430e+002	(-4.93829311969559e+001dB,1.53872534171803e+002°)
4.36203093066110e+002	(-4.93278030865315e+001dB,1.53942925378385e+002°)
4.37717480504303e+002	(-4.92726438393378e+001dB,1.54013129003380e+002°)
4.39237125514827e+002	(-4.92174535825465e+001dB,1.54083144851173e+002°)
4.40762046350651e+002	(-4.91622324430680e+001dB,1.54152972730864e+002°)
4.42292261328114e+002	(-4.91069805475456e+001dB,1.54222612456238e+002°)
4.43827788827145e+002	(-4.90516980223513e+001dB,1.54292063845742e+002°)
4.45368647291481e+002	(-4.89963849935805e+001dB,1.54361326722447e+002°)
4.46914855228895e+002	(-4.89410415870468e+001dB,1.54430400914024e+002°)
4.48466431211411e+002	(-4.88856679282780e+001dB,1.54499286252710e+002°)
4.50023393875531e+002	(-4.88302641425108e+001dB,1.54567982575283e+002°)
4.51585761922460e+002	(-4.87748303546859e+001dB,1.54636489723026e+002°)
4.53153554118327e+002	(-4.87193666894440e+001dB,1.54704807541702e+002°)
4.54726789294413e+002	(-4.86638732711208e+001dB,1.54772935881518e+002°)
4.56305486347377e+002	(-4.86083502237423e+001dB,1.54840874597101e+002°)
4.57889664239481e+002	(-4.85527976710207e+001dB,1.54908623547462e+002°)
4.59479341998821e+002	(-4.84972157363498e+001dB,1.54976182595967e+002°)
4.61074538719553e+002	(-4.84416045428006e+001dB,1.55043551610307e+002°)
4.62675273562122e+002	(-4.83859642131168e+001dB,1.55110730462468e+002°)
4.64281565753496e+002	(-4.83302948697108e+001dB,1.55177719028695e+002°)
4.65893434587390e+002	(-4.82745966346597e+001dB,1.55244517189467e+002°)
4.67510899424506e+002	(-4.82188696297002e+001dB,1.55311124829461e+002°)
4.69133979692759e+002	(-4.81631139762256e+001dB,1.55377541837526e+002°)
4.70762694887515e+002	(-4.81073297952809e+001dB,1.55443768106646e+002°)
4.72397064571820e+002	(-4.80515172075594e+001dB,1.55509803533911e+002°)
4.74037108376641e+002	(-4.79956763333980e+001dB,1.55575648020486e+002°)
4.75682846001096e+002	(-4.79398072927742e+001dB,1.55641301471580e+002°)
4.77334297212697e+002	(-4.78839102053014e+001dB,1.55706763796413e+002°)
4.78991481847579e+002	(-4.78279851902256e+001dB,1.55772034908183e+002°)
4.80654419810748e+002	(-4.77720323664215e+001dB,1.55837114724039e+002°)
4.82323131076312e+002	(-4.77160518523887e+001dB,1.55902003165043e+002°)
4.83997635687725e+002	(-4.76600437662480e+001dB,1.55966700156146e+002°)
4.85677953758027e+002	(-4.76040082257382e+001dB,1.56031205626146e+002°)
4.87364105470085e+002	(-4.75479453482120e+001dB,1.56095519507667e+002°)
4.89056111076836e+002	(-4.74918552506326e+001dB,1.56159641737118e+002°)
4.90753990901530e+002	(-4.74357380495707e+001dB,1.56223572254667e+002°)
4.92457765337975e+002	(-4.73795938612004e+001dB,1.56287311004206e+002°)
4.94167454850780e+002	(-4.73234228012963e+001dB,1.56350857933321e+002°)
4.95883079975603e+002	(-4.72672249852300e+001dB,1.56414212993258e+002°)
4.97604661319396e+002	(-4.72110005279668e+001dB,1.56477376138892e+002°)
4.99332219560653e+002	(-4.71547495440628e+001dB,1.56540347328696e+002°)
5.01065775449660e+002	(-4.70984721476610e+001dB,1.56603126524705e+002°)
5.02805349808740e+002	(-4.70421684524890e+001dB,1.56665713692490e+002°)
5.04550963532508e+002	(-4.69858385718553e+001dB,1.56728108801121e+002°)
5.06302637588121e+002	(-4.69294826186465e+001dB,1.56790311823137e+002°)
5.08060393015525e+002	(-4.68731007053245e+001dB,1.56852322734513e+002°)
5.09824250927714e+002	(-4.68166929439230e+001dB,1.56914141514631e+002°)
5.11594232510980e+002	(-4.67602594460452e+001dB,1.56975768146241e+002°)
5.13370359025171e+002	(-4.67038003228604e+001dB,1.57037202615438e+002°)
5.15152651803939e+002	(-4.66473156851018e+001dB,1.57098444911623e+002°)
5.16941132255006e+002	(-4.65908056430629e+001dB,1.57159495027474e+002°)
5.18735821860413e+002	(-4.65342703065956e+001dB,1.57220352958914e+002°)
5.20536742176783e+002	(-4.64777097851070e+001dB,1.57281018705078e+002°)
5.22343914835576e+002	(-4.64211241875569e+001dB,1.57341492268281e+002°)
5.24157361543355e+002	(-4.63645136224552e+001dB,1.57401773653989e+002°)
5.25977104082038e+002	(-4.63078781978594e+001dB,1.57461862870781e+002°)
5.27803164309167e+002	(-4.62512180213719e+001dB,1.57521759930326e+002°)
5.29635564158168e+002	(-4.61945332001376e+001dB,1.57581464847341e+002°)
5.31474325638614e+002	(-4.61378238408416e+001dB,1.57640977639569e+002°)
5.33319470836489e+002	(-4.60810900497067e+001dB,1.57700298327740e+002°)
5.35171021914454e+002	(-4.60243319324910e+001dB,1.57759426935543e+002°)
5.37029001112115e+002	(-4.59675495944856e+001dB,1.57818363489594e+002°)
5.38893430746286e+002	(-4.59107431405123e+001dB,1.57877108019402e+002°)
5.40764333211260e+002	(-4.58539126749215e+001dB,1.57935660557341e+002°)
5.42641730979078e+002	(-4.57970583015898e+001dB,1.57994021138617e+002°)
5.44525646599799e+002	(-4.57401801239181e+001dB,1.58052189801236e+002°)
5.46416102701768e+002	(-4.56832782448290e+001dB,1.58110166585973e+002°)
5.48313121991891e+002	(-4.56263527667654e+001dB,1.58167951536340e+002°)
5.50216727255907e+002	(-4.55694037916877e+001dB,1.58225544698558e+002°)
5.52126941358662e+002	(-4.55124314210724e+001dB,1.58282946121520e+002°)
5.54043787244380e+002	(-4.54554357559099e+001dB,1.58340155856765e+002°)
5.55967287936945e+002	(-4.53984168967024e+001dB,1.58397173958447e+002°)
5.57897466540172e+002	(-4.53413749434621e+001dB,1.58454000483300e+002°)
5.59834346238089e+002	(-4.52843099957095e+001dB,1.58510635490608e+002°)
5.61777950295209e+002	(-4.52272221524714e+001dB,1.58567079042179e+002°)
5.63728302056818e+002	(-4.51701115122790e+001dB,1.58623331202309e+002°)
5.65685424949249e+002	(-4.51129781731664e+001dB,1.58679392037752e+002°)
5.67649342480164e+002	(-4.50558222326685e+001dB,1.58735261617691e+002°)
5.69620078238839e+002	(-4.49986437878197e+001dB,1.58790940013709e+002°)
5.71597655896448e+002	(-4.49414429351521e+001dB,1.58846427299754e+002°)
5.73582099206342e+002	(-4.48842197706935e+001dB,1.58901723552111e+002°)
5.75573432004339e+002	(-4.48269743899664e+001dB,1.58956828849373e+002°)
5.77571678209009e+002	(-4.47697068879860e+001dB,1.59011743272410e+002°)
5.79576861821962e+002	(-4.47124173592587e+001dB,1.59066466904337e+002°)
5.81589006928135e+002	(-4.46551058977808e+001dB,1.59120999830486e+002°)
5.83608137696081e+002	(-4.45977725970368e+001dB,1.59175342138375e+002°)
5.85634278378261e+002	(-4.45404175499981e+001dB,1.59229493917681e+002°)
5.87667453311335e+002	(-4.44830408491215e+001dB,1.59283455260205e+002°)
5.89707686916452e+002	(-4.44256425863478e+001dB,1.59337226259846e+002°)
5.91755003699546e+002	(-4.43682228531003e+001dB,1.59390807012573e+002°)
5.93809428251631e+002	(-4.43107817402838e+001dB,1.59444197616389e+002°)
5.95870985249092e+002	(-4.42533193382831e+001dB,1.59497398171310e+002°)
5.97939699453987e+002	(-4.41958357369616e+001dB,1.59550408779330e+002°)
6.00015595714339e+002	(-4.41383310256602e+001dB,1.59603229544391e+002°)
6.02098698964438e+002	(-4.40808052931962e+001dB,1.59655860572361e+002°)
6.04189034225142e+002	(-4.40232586278616e+001dB,1.59708301970997e+002°)
6.06286626604171e+002	(-4.39656911174226e+001dB,1.59760553849919e+002°)
6.08391501296415e+002	(-4.39081028491179e+001dB,1.59812616320585e+002°)
6.10503683584235e+002	(-4.38504939096578e+001dB,1.59864489496257e+002°)
6.12623198837765e+002	(-4.37928643852231e+001dB,1.59916173491973e+002°)
6.14750072515217e+002	(-4.37352143614641e+001dB,1.59967668424523e+002°)
6.16884330163188e+002	(-4.36775439234992e+001dB,1.60018974412416e+002°)
6.19025997416968e+002	(-4.36198531559145e+001dB,1.60070091575853e+002°)
6.21175100000844e+002	(-4.35621421427619e+001dB,1.60121020036701e+002°)
6.23331663728412e+002	(-4.35044109675590e+001dB,1.60171759918461e+002°)
6.25495714502887e+002	(-4.34466597132878e+001dB,1.60222311346245e+002°)
6.27667278317413e+002	(-4.33888884623934e+001dB,1.60272674446742e+002°)
6.29846381255375e+002	(-4.33310972967836e+001dB,1.60322849348198e+002°)
6.32033049490714e+002	(-4.32732862978278e+001dB,1.60372836180381e+002°)
6.34227309288240e+002	(-4.32154555463562e+001dB,1.60422635074558e+002°)
6.36429187003947e+002	(-4.31576051226586e+001dB,1.60472246163466e+002°)
6.38638709085332e+002	(-4.30997351064841e+001dB,1.60521669581285e+002°)
6.40855902071710e+002	(-4.30418455770400e+001dB,1.60570905463613e+002°)
6.43080792594534e+002	(-4.29839366129907e+001dB,1.60619953947433e+002°)
6.45313407377714e+002	(-4.29260082924576e+001dB,1.60668815171094e+002°)
6.47553773237939e+002	(-4.28680606930179e+001dB,1.60717489274278e+002°)
6.49801917085001e+002	(-4.28100938917037e+001dB,1.60765976397976e+002°)
6.52057865922113e+002	(-4.27521079650017e+001dB,1.60814276684461e+002°)
6.54321646846238e+002	(-4.26941029888523e+001dB,1.60862390277262e+002°)
6.56593287048412e+002	(-4.26360790386487e+001dB,1.60910317321136e+002°)
6.58872813814072e+002	(-4.25780361892367e+001dB,1.60958057962044e+002°)
6.61160254523383e+002	(-4.25199745149136e+001dB,1.61005612347123e+002°)
6.63455636651567e+002	(-4.24618940894276e+001dB,1.61052980624661e+002°)
6.65758987769233e+002	(-4.24037949859775e+001dB,1.61100162944072e+002°)
6.68070335542709e+002	(-4.23456772772118e+001dB,1.61147159455868e+002°)
6.70389707734372e+002	(-4.22875410352282e+001dB,1.61193970311634e+002°)
6.72717132202985e+002	(-4.22293863315729e+001dB,1.61240595664005e+002°)
6.75052636904028e+002	(-4.21712132372401e+001dB,1.61287035666636e+002°)
6.77396249890036e+002	(-4.21130218226715e+001dB,1.61333290474182e+002°)
6.79747999310934e+002	(-4.20548121577558e+001dB,1.61379360242267e+002°)
6.82107913414379e+002	(-4.19965843118280e+001dB,1.61425245127464e+002°)
6.84476020546096e+002	(-4.19383383536689e+001dB,1.61470945287268e+002°)
6.86852349150217e+002	(-4.18800743515045e+001dB,1.61516460880069e+002°)
6.89236927769628e+002	(-4.18217923730062e+001dB,1.61561792065133e+002°)
6.91629785046307e+002	(-4.17634924852891e+001dB,1.61606939002571e+002°)
6.94030949721669e+002	(-4.17051747549126e+001dB,1.61651901853318e+002°)
6.96440450636914e+002	(-4.16468392478794e+001dB,1.61696680779108e+002°)
6.98858316733370e+002	(-4.15884860296350e+001dB,1.61741275942450e+002°)
7.01284577052843e+002	(-4.15301151650678e+001dB,1.61785687506603e+002°)
7.03719260737963e+002	(-4.14717267185080e+001dB,1.61829915635552e+002°)
7.06162397032539e+002	(-4.14133207537274e+001dB,1.61873960493986e+002°)
7.08614015281903e+002	(-4.13548973339393e+001dB,1.61917822247272e+002°)
7.11074144933271e+002	(-4.12964565217976e+001dB,1.61961501061432e+002°)
7.13542815536089e+002	(-4.12379983793968e+001dB,1.62004997103118e+002°)
7.16020056742393e+002	(-4.11795229682713e+001dB,1.62048310539593e+002°)
7.18505898307163e+002	(-4.11210303493952e+001dB,1.62091441538701e+002°)
7.21000370088679e+002	(-4.10625205831819e+001dB,1.62134390268850e+002°)
7.23503502048886e+002	(-4.10039937294836e+001dB,1.62177156898985e+002°)
7.26015324253744e+002	(-4.09454498475912e+001dB,1.62219741598568e+002°)
7.28535866873598e+002	(-4.08868889962336e+001dB,1.62262144537549e+002°)
7.31065160183536e+002	(-4.08283112335775e+001dB,1.62304365886352e+002°)
7.33603234563753e+002	(-4.07697166172273e+001dB,1.62346405815845e+002°)
7.36150120499916e+002	(-4.07111052042243e+001dB,1.62388264497321e+002°)
7.38705848583532e+002	(-4.06524770510466e+001dB,1.62429942102475e+002°)
7.41270449512313e+002	(-4.05938322136088e+001dB,1.62471438803381e+002°)
7.43843954090545e+002	(-4.05351707472617e+001dB,1.62512754772470e+002°)
7.46426393229462e+002	(-4.04764927067916e+001dB,1.62553890182506e+002°)
7.49017797947610e+002	(-4.04177981464206e+001dB,1.62594845206570e+002°)
7.51618199371226e+002	(-4.03590871198057e+001dB,1.62635620018029e+002°)
7.54227628734608e+002	(-4.03003596800388e+001dB,1.62676214790523e+002°)
7.56846117380493e+002	(-4.02416158796464e+001dB,1.62716629697937e+002°)
7.59473696760432e+002	(-4.01828557705890e+001dB,1.62756864914382e+002°)
7.62110398435166e+002	(-4.01240794042610e+001dB,1.62796920614174e+002°)
7.64756254075010e+002	(-4.00652868314906e+001dB,1.62836796971810e+002°)
7.67411295460228e+002	(-4.00064781025389e+001dB,1.62876494161950e+002°)
7.70075554481418e+002	(-3.99476532671003e+001dB,1.62916012359393e+002°)
7.72749063139893e+002	(-3.98888123743016e+001dB,1.62955351739057e+002°)
7.75431853548069e+002	(-3.98299554727019e+001dB,1.62994512475959e+002°)
7.78123957929845e+002	(-3.97710826102925e+001dB,1.63033494745191e+002°)
7.80825408620997e+002	(-3.97121938344962e+001dB,1.63072298721904e+002°)
7.83536238069559e+002	(-3.96532891921675e+001dB,1.63110924581281e+002°)
7.86256478836218e+002	(-3.95943687295917e+001dB,1.63149372498524e+002°)
7.88986163594705e+002	(-3.95354324924849e+001dB,1.63187642648824e+002°)
7.91725325132183e+002	(-3.94764805259938e+001dB,1.63225735207351e+002°)
7.94473996349646e+002	(-3.94175128746952e+001dB,1.63263650349224e+002°)
7.97232210262312e+002	(-3.93585295825956e+001dB,1.63301388249499e+002°)
8.00000000000018e+002	(-3.92995306931312e+001dB,1.63338949083142e+002°)
8.02777398807620e+002	(-3.92405162491672e+001dB,1.63376333025013e+002°)
8.05564440045393e+002	(-3.91814862929978e+001dB,1.63413540249845e+002°)
8.08361157189429e+002	(-3.91224408663456e+001dB,1.63450570932225e+002°)
8.11167583832041e+002	(-3.90633800103615e+001dB,1.63487425246571e+002°)
8.13983753682167e+002	(-3.90043037656241e+001dB,1.63524103367116e+002°)
8.16809700565773e+002	(-3.89452121721397e+001dB,1.63560605467886e+002°)
8.19645458426259e+002	(-3.88861052693417e+001dB,1.63596931722681e+002°)
8.22491061324871e+002	(-3.88269830960901e+001dB,1.63633082305058e+002°)
8.25346543441106e+002	(-3.87678456906716e+001dB,1.63669057388306e+002°)
8.28211939073120e+002	(-3.87086930907990e+001dB,1.63704857145433e+002°)
8.31087282638150e+002	(-3.86495253336107e+001dB,1.63740481749141e+002°)
8.33972608672916e+002	(-3.85903424556703e+001dB,1.63775931371813e+002°)
8.36867951834042e+002	(-3.85311444929668e+001dB,1.63811206185488e+002°)
8.39773346898473e+002	(-3.84719314809133e+001dB,1.63846306361845e+002°)
8.42688828763888e+002	(-3.84127034543474e+001dB,1.63881232072185e+002°)
8.45614432449123e+002	(-3.83534604475305e+001dB,1.63915983487409e+002°)
8.48550193094593e+002	(-3.82942024941471e+001dB,1.63950560778002e+002°)
8.51496145962707e+002	(-3.82349296273048e+001dB,1.63984964114014e+002°)
8.54452326438301e+002	(-3.81756418795339e+001dB,1.64019193665040e+002°)
8.57418770029054e+002	(-3.81163392827866e+001dB,1.64053249600202e+002°)
8.60395512365922e+002	(-3.80570218684367e+001dB,1.64087132088132e+002°)
8.63382589203561e+002	(-3.79976896672795e+001dB,1.64120841296949e+002°)
8.66380036420760e+002	(-3.79383427095308e+001dB,1.64154377394248e+002°)
8.69387890020866e+002	(-3.78789810248268e+001dB,1.64187740547076e+002°)
8.72406186132226e+002	(-3.78196046422233e+001dB,1.64220930921915e+002°)
8.75434961008612e+002	(-3.77602135901958e+001dB,1.64253948684664e+002°)
8.78474251029660e+002	(-3.77008078966383e+001dB,1.64286794000623e+002°)
8.81524092701309e+002	(-3.76413875888633e+001dB,1.64319467034471e+002°)
8.84584522656235e+002	(-3.75819526936009e+001dB,1.64351967950251e+002°)
8.87655577654296e+002	(-3.75225032369986e+001dB,1.64384296911353e+002°)
8.90737294582969e+002	(-3.74630392446206e+001dB,1.64416454080492e+002°)
8.93829710457796e+002	(-3.74035607414473e+001dB,1.64448439619694e+002°)
8.96932862422828e+002	(-3.73440677518748e+001dB,1.64480253690276e+002°)
9.00046787751068e+002	(-3.72845602997138e+001dB,1.64511896452830e+002°)
9.03171523844926e+002	(-3.72250384081900e+001dB,1.64543368067204e+002°)
9.06307108236660e+002	(-3.71655020999426e+001dB,1.64574668692487e+002°)
9.09453578588832e+002	(-3.71059513970241e+001dB,1.64605798486985e+002°)
9.12610972694760e+002	(-3.70463863208996e+001dB,1.64636757608213e+002°)
9.15779328478969e+002	(-3.69868068924463e+001dB,1.64667546212869e+002°)
9.18958683997649e+002	(-3.69272131319524e+001dB,1.64698164456821e+002°)
9.22149077439113e+002	(-3.68676050591171e+001dB,1.64728612495091e+002°)
9.25350547124251e+002	(-3.68079826930493e+001dB,1.64758890481833e+002°)
9.28563131506998e+002	(-3.67483460522673e+001dB,1.64788998570317e+002°)
9.31786869174786e+002	(-3.66886951546978e+001dB,1.64818936912918e+002°)
9.35021798849018e+002	(-3.66290300176755e+001dB,1.64848705661088e+002°)
9.38267959385525e+002	(-3.65693506579422e+001dB,1.64878304965348e+002°)
9.41525389775036e+002	(-3.65096570916458e+001dB,1.64907734975267e+002°)
9.44794129143647e+002	(-3.64499493343400e+001dB,1.64936995839445e+002°)
9.48074216753288e+002	(-3.63902274009832e+001dB,1.64966087705497e+002°)
9.51365692002199e+002	(-3.63304913059377e+001dB,1.64995010720035e+002°)
9.54668594425400e+002	(-3.62707410629692e+001dB,1.65023765028651e+002°)
9.57982963695165e+002	(-3.62109766852453e+001dB,1.65052350775901e+002°)
9.61308839621503e+002	(-3.61511981853354e+001dB,1.65080768105286e+002°)
9.64646262152631e+002	(-3.60914055752094e+001dB,1.65109017159240e+002°)
9.67995271375457e+002	(-3.60315988662369e+001dB,1.65137098079105e+002°)
9.71355907516060e+002	(-3.59717780691863e+001dB,1.65165011005123e+002°)
9.74728210940176e+002	(-3.59119431942239e+001dB,1.65192756076414e+002°)
9.78112222153678e+002	(-3.58520942509129e+001dB,1.65220333430957e+002°)
9.81507981803067e+002	(-3.57922312482124e+001dB,1.65247743205580e+002°)
9.84915530675957e+002	(-3.57323541944768e+001dB,1.65274985535939e+002°)
9.88334909701567e+002	(-3.56724630974541e+001dB,1.65302060556500e+002°)
9.91766159951213e+002	(-3.56125579642857e+001dB,1.65328968400525e+002°)
9.95209322638799e+002	(-3.55526388015045e+001dB,1.65355709200055e+002°)
9.98664439121314e+002	(-3.54927056150347e+001dB,1.65382283085892e+002°)
1.00213155089933e+003	(-3.54327584101902e+001dB,1.65408690187581e+002°)
1.00561069961749e+003	(-3.53727971916734e+001dB,1.65434930633398e+002°)
1.00910192706502e+003	(-3.53128219635746e+001dB,1.65461004550329e+002°)
1.01260527517625e+003	(-3.52528327293704e+001dB,1.65486912064054e+002°)
1.01612078603106e+003	(-3.51928294919229e+001dB,1.65512653298930e+002°)
1.01964850185543e+003	(-3.51328122534781e+001dB,1.65538228377979e+002°)
1.02318846502197e+003	(-3.50727810156651e+001dB,1.65563637422862e+002°)
1.02674071805035e+003	(-3.50127357794947e+001dB,1.65588880553872e+002°)
1.03030530360789e+003	(-3.49526765453581e+001dB,1.65613957889911e+002°)
1.03388226451002e+003	(-3.48926033130257e+001dB,1.65638869548476e+002°)
1.03747164372083e+003	(-3.48325160816459e+001dB,1.65663615645639e+002°)
1.04107348435357e+003	(-3.47724148497436e+001dB,1.65688196296036e+002°)
1.04468782967116e+003	(-3.47122996152190e+001dB,1.65712611612844e+002°)
1.04831472308672e+003	(-3.46521703753464e+001dB,1.65736861707770e+002°)
1.05195420816408e+003	(-3.45920271267722e+001dB,1.65760946691027e+002°)
1.05560632861834e+003	(-3.45318698655144e+001dB,1.65784866671326e+002°)
1.05927112831634e+003	(-3.44716985869604e+001dB,1.65808621755852e+002°)
1.06294865127724e+003	(-3.44115132858659e+001dB,1.65832212050249e+002°)
1.06663894167299e+003	(-3.43513139563533e+001dB,1.65855637658604e+002°)
1.07034204382892e+003	(-3.42911005919105e+001dB,1.65878898683433e+002°)
1.07405800222424e+003	(-3.42308731853888e+001dB,1.65901995225655e+002°)
1.07778686149258e+003	(-3.41706317290019e+001dB,1.65924927384587e+002°)
1.08152866642253e+003	(-3.41103762143240e+001dB,1.65947695257916e+002°)
1.08528346195816e+003	(-3.40501066322882e+001dB,1.65970298941689e+002°)
1.08905129319961e+003	(-3.39898229731853e+001dB,1.65992738530293e+002°)
1.09283220540354e+003	(-3.39295252266614e+001dB,1.66015014116440e+002°)
1.09662624398379e+003	(-3.38692133817168e+001dB,1.66037125791145e+002°)
1.10043345451182e+003	(-3.38088874267040e+001dB,1.66059073643715e+002°)
1.10425388271733e+003	(-3.37485473493263e+001dB,1.66080857761728e+002°)
1.10808757448877e+003	(-3.36881931366354e+001dB,1.66102478231016e+002°)
1.11193457587390e+003	(-3.36278247750304e+001dB,1.66123935135649e+002°)
1.11579493308035e+003	(-3.35674422502553e+001dB,1.66145228557916e+002°)
1.11966869247618e+003	(-3.35070455473975e+001dB,1.66166358578309e+002°)
1.12355590059043e+003	(-3.34466346508858e+001dB,1.66187325275504e+002°)
1.12745660411364e+003	(-3.33862095444886e+001dB,1.66208128726344e+002°)
1.13137084989850e+003	(-3.33257702113118e+001dB,1.66228769005823e+002°)
1.13529868496033e+003	(-3.32653166337971e+001dB,1.66249246187065e+002°)
1.13924015647769e+003	(-3.32048487937196e+001dB,1.66269560341310e+002°)
1.14319531179290e+003	(-3.31443666721861e+001dB,1.66289711537892e+002°)
1.14716419841269e+003	(-3.30838702496329e+001dB,1.66309699844224e+002°)
1.15114686400869e+003	(-3.30233595058237e+001dB,1.66329525325781e+002°)
1.15514335641803e+003	(-3.29628344198477e+001dB,1.66349188046078e+002°)
1.15915372364393e+003	(-3.29022949701169e+001dB,1.66368688066656e+002°)
1.16317801385628e+003	(-3.28417411343648e+001dB,1.66388025447061e+002°)
1.16721627539217e+003	(-3.27811728896431e+001dB,1.66407200244827e+002°)
1.17126855675653e+003	(-3.27205902123204e+001dB,1.66426212515456e+002°)
1.17533490662268e+003	(-3.26599930780794e+001dB,1.66445062312403e+002°)
1.17941537383291e+003	(-3.25993814619147e+001dB,1.66463749687054e+002°)
1.18351000739910e+003	(-3.25387553381306e+001dB,1.66482274688710e+002°)
1.18761885650327e+003	(-3.24781146803383e+001dB,1.66500637364564e+002°)
1.19174197049819e+003	(-3.24174594614540e+001dB,1.66518837759689e+002°)
