Freq.	V(ch_full)
1.11966869247618e+003	(-1.65836335014148e+001dB,-1.00251825901096e+002°)
1.12355590059043e+003	(-1.65540301659979e+001dB,-1.00287174034471e+002°)
1.12745660411364e+003	(-1.65244302725640e+001dB,-1.00322642789683e+002°)
1.13137084989850e+003	(-1.64948338445920e+001dB,-1.00358232562400e+002°)
1.13529868496033e+003	(-1.64652409057177e+001dB,-1.00393943749431e+002°)
1.13924015647769e+003	(-1.64356514797350e+001dB,-1.00429776748728e+002°)
1.14319531179290e+003	(-1.64060655905966e+001dB,-1.00465731959392e+002°)
1.14716419841269e+003	(-1.63764832624152e+001dB,-1.00501809781670e+002°)
1.15114686400869e+003	(-1.63469045194649e+001dB,-1.00538010616958e+002°)
1.15514335641803e+003	(-1.63173293861813e+001dB,-1.00574334867803e+002°)
1.15915372364393e+003	(-1.62877578871634e+001dB,-1.00610782937906e+002°)
1.16317801385628e+003	(-1.62581900471744e+001dB,-1.00647355232118e+002°)
1.16721627539217e+003	(-1.62286258911423e+001dB,-1.00684052156449e+002°)
1.17126855675653e+003	(-1.61990654441616e+001dB,-1.00720874118064e+002°)
1.17533490662268e+003	(-1.61695087314942e+001dB,-1.00757821525286e+002°)
1.17941537383291e+003	(-1.61399557785700e+001dB,-1.00794894787598e+002°)
1.18351000739910e+003	(-1.61104066109885e+001dB,-1.00832094315645e+002°)
1.18761885650327e+003	(-1.60808612545198e+001dB,-1.00869420521234e+002°)
1.19174197049819e+003	(-1.60513197351053e+001dB,-1.00906873817334e+002°)
1.19587939890798e+003	(-1.60217820788594e+001dB,-1.00944454618084e+002°)
1.20003119142869e+003	(-1.59922483120700e+001dB,-1.00982163338783e+002°)
1.20419739792888e+003	(-1.59627184611999e+001dB,-1.01020000395904e+002°)
1.20837806845029e+003	(-1.59331925528880e+001dB,-1.01057966207086e+002°)
1.21257325320835e+003	(-1.59036706139501e+001dB,-1.01096061191140e+002°)
1.21678300259284e+003	(-1.58741526713804e+001dB,-1.01134285768046e+002°)
1.22100736716848e+003	(-1.58446387523523e+001dB,-1.01172640358960e+002°)
1.22524639767554e+003	(-1.58151288842196e+001dB,-1.01211125386212e+002°)
1.22950014503044e+003	(-1.57856230945180e+001dB,-1.01249741273306e+002°)
1.23376866032638e+003	(-1.57561214109656e+001dB,-1.01288488444922e+002°)
1.23805199483394e+003	(-1.57266238614647e+001dB,-1.01327367326921e+002°)
1.24235020000170e+003	(-1.56971304741023e+001dB,-1.01366378346338e+002°)
1.24666332745683e+003	(-1.56676412771520e+001dB,-1.01405521931392e+002°)
1.25099142900578e+003	(-1.56381562990745e+001dB,-1.01444798511481e+002°)
1.25533455663483e+003	(-1.56086755685194e+001dB,-1.01484208517185e+002°)
1.25969276251076e+003	(-1.55791991143257e+001dB,-1.01523752380268e+002°)
1.26406609898144e+003	(-1.55497269655235e+001dB,-1.01563430533676e+002°)
1.26845461857649e+003	(-1.55202591513352e+001dB,-1.01603243411543e+002°)
1.27285837400790e+003	(-1.54907957011763e+001dB,-1.01643191449186e+002°)
1.27727741817067e+003	(-1.54613366446570e+001dB,-1.01683275083110e+002°)
1.28171180414343e+003	(-1.54318820115833e+001dB,-1.01723494751007e+002°)
1.28616158518908e+003	(-1.54024318319580e+001dB,-1.01763850891759e+002°)
1.29062681475544e+003	(-1.53729861359825e+001dB,-1.01804343945436e+002°)
1.29510754647589e+003	(-1.53435449540573e+001dB,-1.01844974353298e+002°)
1.29960383417001e+003	(-1.53141083167838e+001dB,-1.01885742557796e+002°)
1.30411573184424e+003	(-1.52846762549654e+001dB,-1.01926649002574e+002°)
1.30864329369249e+003	(-1.52552487996087e+001dB,-1.01967694132466e+002°)
1.31318657409683e+003	(-1.52258259819246e+001dB,-1.02008878393501e+002°)
1.31774562762815e+003	(-1.51964078333301e+001dB,-1.02050202232900e+002°)
1.32232050904677e+003	(-1.51669943854489e+001dB,-1.02091666099080e+002°)
1.32691127330314e+003	(-1.51375856701132e+001dB,-1.02133270441650e+002°)
1.33151797553848e+003	(-1.51081817193649e+001dB,-1.02175015711418e+002°)
1.33614067108543e+003	(-1.50787825654566e+001dB,-1.02216902360385e+002°)
1.34077941546875e+003	(-1.50493882408532e+001dB,-1.02258930841750e+002°)
1.34543426440598e+003	(-1.50199987782332e+001dB,-1.02301101609907e+002°)
1.35010527380807e+003	(-1.49906142104899e+001dB,-1.02343415120449e+002°)
1.35479249978008e+003	(-1.49612345707329e+001dB,-1.02385871830167e+002°)
1.35949599862188e+003	(-1.49318598922890e+001dB,-1.02428472197047e+002°)
1.36421582682877e+003	(-1.49024902087041e+001dB,-1.02471216680276e+002°)
1.36895204109220e+003	(-1.48731255537443e+001dB,-1.02514105740239e+002°)
1.37370469830044e+003	(-1.48437659613972e+001dB,-1.02557139838518e+002°)
1.37847385553927e+003	(-1.48144114658733e+001dB,-1.02600319437897e+002°)
1.38325957009262e+003	(-1.47850621016074e+001dB,-1.02643645002358e+002°)
1.38806189944335e+003	(-1.47557179032600e+001dB,-1.02687116997079e+002°)
1.39288090127384e+003	(-1.47263789057185e+001dB,-1.02730735888443e+002°)
1.39771663346675e+003	(-1.46970451440990e+001dB,-1.02774502144028e+002°)
1.40256915410570e+003	(-1.46677166537471e+001dB,-1.02818416232614e+002°)
1.40743852147594e+003	(-1.46383934702400e+001dB,-1.02862478624179e+002°)
1.41232479406509e+003	(-1.46090756293873e+001dB,-1.02906689789900e+002°)
1.41722803056382e+003	(-1.45797631672326e+001dB,-1.02951050202155e+002°)
1.42214828986655e+003	(-1.45504561200553e+001dB,-1.02995560334519e+002°)
1.42708563107219e+003	(-1.45211545243714e+001dB,-1.03040220661769e+002°)
1.43204011348480e+003	(-1.44918584169356e+001dB,-1.03085031659877e+002°)
1.43701179661433e+003	(-1.44625678347421e+001dB,-1.03129993806016e+002°)
1.44200074017737e+003	(-1.44332828150265e+001dB,-1.03175107578556e+002°)
1.44700700409778e+003	(-1.44040033952673e+001dB,-1.03220373457065e+002°)
1.45203064850750e+003	(-1.43747296131869e+001dB,-1.03265791922308e+002°)
1.45707173374721e+003	(-1.43454615067536e+001dB,-1.03311363456248e+002°)
1.46213032036708e+003	(-1.43161991141828e+001dB,-1.03357088542044e+002°)
1.46720646912752e+003	(-1.42869424739385e+001dB,-1.03402967664050e+002°)
1.47230024099984e+003	(-1.42576916247351e+001dB,-1.03449001307817e+002°)
1.47741169716707e+003	(-1.42284466055383e+001dB,-1.03495189960089e+002°)
1.48254089902464e+003	(-1.41992074555672e+001dB,-1.03541534108805e+002°)
1.48768790818110e+003	(-1.41699742142957e+001dB,-1.03588034243098e+002°)
1.49285278645893e+003	(-1.41407469214538e+001dB,-1.03634690853291e+002°)
1.49803559589523e+003	(-1.41115256170292e+001dB,-1.03681504430902e+002°)
1.50323639874246e+003	(-1.40823103412690e+001dB,-1.03728475468639e+002°)
1.50845525746923e+003	(-1.40531011346813e+001dB,-1.03775604460398e+002°)
1.51369223476100e+003	(-1.40238980380363e+001dB,-1.03822891901266e+002°)
1.51894739352087e+003	(-1.39947010923685e+001dB,-1.03870338287519e+002°)
1.52422079687034e+003	(-1.39655103389779e+001dB,-1.03917944116616e+002°)
1.52951250815003e+003	(-1.39363258194315e+001dB,-1.03965709887207e+002°)
1.53482259092047e+003	(-1.39071475755652e+001dB,-1.04013636099123e+002°)
1.54015110896285e+003	(-1.38779756494852e+001dB,-1.04061723253379e+002°)
1.54549812627980e+003	(-1.38488100835695e+001dB,-1.04109971852175e+002°)
1.55086370709615e+003	(-1.38196509204700e+001dB,-1.04158382398887e+002°)
1.55624791585970e+003	(-1.37904982031134e+001dB,-1.04206955398076e+002°)
1.56165081724200e+003	(-1.37613519747033e+001dB,-1.04255691355478e+002°)
1.56707247613913e+003	(-1.37322122787219e+001dB,-1.04304590778004e+002°)
1.57251295767245e+003	(-1.37030791589313e+001dB,-1.04353654173745e+002°)
1.57797232718942e+003	(-1.36739526593755e+001dB,-1.04402882051961e+002°)
1.58345065026438e+003	(-1.36448328243817e+001dB,-1.04452274923086e+002°)
1.58894799269930e+003	(-1.36157196985622e+001dB,-1.04501833298723e+002°)
1.59446442052464e+003	(-1.35866133268161e+001dB,-1.04551557691644e+002°)
1.60000000000005e+003	(-1.35575137543308e+001dB,-1.04601448615788e+002°)
1.60555479761525e+003	(-1.35284210265840e+001dB,-1.04651506586258e+002°)
1.61112888009080e+003	(-1.34993351893449e+001dB,-1.04701732119319e+002°)
1.61672231437887e+003	(-1.34702562886764e+001dB,-1.04752125732398e+002°)
1.62233516766409e+003	(-1.34411843709366e+001dB,-1.04802687944080e+002°)
1.62796750736435e+003	(-1.34121194827804e+001dB,-1.04853419274105e+002°)
1.63361940113156e+003	(-1.33830616711614e+001dB,-1.04904320243369e+002°)
1.63929091685253e+003	(-1.33540109833337e+001dB,-1.04955391373920e+002°)
1.64498212264975e+003	(-1.33249674668533e+001dB,-1.05006633188955e+002°)
1.65069308688222e+003	(-1.32959311695803e+001dB,-1.05058046212817e+002°)
1.65642387814625e+003	(-1.32669021396802e+001dB,-1.05109630970996e+002°)
1.66217456527631e+003	(-1.32378804256262e+001dB,-1.05161387990124e+002°)
1.66794521734584e+003	(-1.32088660762004e+001dB,-1.05213317797970e+002°)
1.67373590366810e+003	(-1.31798591404960e+001dB,-1.05265420923443e+002°)
1.67954669379696e+003	(-1.31508596679188e+001dB,-1.05317697896585e+002°)
1.68537765752779e+003	(-1.31218677081892e+001dB,-1.05370149248570e+002°)
1.69122886489826e+003	(-1.30928833113441e+001dB,-1.05422775511698e+002°)
1.69710038618920e+003	(-1.30639065277382e+001dB,-1.05475577219399e+002°)
1.70299229192543e+003	(-1.30349374080465e+001dB,-1.05528554906222e+002°)
1.70890465287661e+003	(-1.30059760032656e+001dB,-1.05581709107836e+002°)
1.71483754005812e+003	(-1.29770223647156e+001dB,-1.05635040361029e+002°)
1.72079102473186e+003	(-1.29480765440425e+001dB,-1.05688549203699e+002°)
1.72676517840714e+003	(-1.29191385932190e+001dB,-1.05742236174856e+002°)
1.73276007284153e+003	(-1.28902085645476e+001dB,-1.05796101814614e+002°)
1.73877578004175e+003	(-1.28612865106612e+001dB,-1.05850146664192e+002°)
1.74481237226446e+003	(-1.28323724845262e+001dB,-1.05904371265909e+002°)
1.75086992201724e+003	(-1.28034665394432e+001dB,-1.05958776163177e+002°)
1.75694850205933e+003	(-1.27745687290500e+001dB,-1.06013361900502e+002°)
1.76304818540263e+003	(-1.27456791073226e+001dB,-1.06068129023479e+002°)
1.76916904531248e+003	(-1.27167977285775e+001dB,-1.06123078078786e+002°)
1.77531115530861e+003	(-1.26879246474736e+001dB,-1.06178209614182e+002°)
1.78147458916595e+003	(-1.26590599190142e+001dB,-1.06233524178504e+002°)
1.78765942091561e+003	(-1.26302035985485e+001dB,-1.06289022321659e+002°)
1.79386572484567e+003	(-1.26013557417743e+001dB,-1.06344704594623e+002°)
1.80009357550215e+003	(-1.25725164047389e+001dB,-1.06400571549438e+002°)
1.80634304768987e+003	(-1.25436856438421e+001dB,-1.06456623739203e+002°)
1.81261421647333e+003	(-1.25148635158373e+001dB,-1.06512861718074e+002°)
1.81890715717768e+003	(-1.24860500778341e+001dB,-1.06569286041257e+002°)
1.82522194538953e+003	(-1.24572453872998e+001dB,-1.06625897265005e+002°)
1.83155865695795e+003	(-1.24284495020617e+001dB,-1.06682695946611e+002°)
1.83791736799531e+003	(-1.23996624803088e+001dB,-1.06739682644405e+002°)
1.84429815487824e+003	(-1.23708843805940e+001dB,-1.06796857917749e+002°)
1.85070109424852e+003	(-1.23421152618361e+001dB,-1.06854222327033e+002°)
1.85712626301401e+003	(-1.23133551833217e+001dB,-1.06911776433668e+002°)
1.86357373834959e+003	(-1.22846042047072e+001dB,-1.06969520800080e+002°)
1.87004359769805e+003	(-1.22558623860207e+001dB,-1.07027455989709e+002°)
1.87653591877106e+003	(-1.22271297876645e+001dB,-1.07085582566999e+002°)
1.88305077955009e+003	(-1.21984064704166e+001dB,-1.07143901097396e+002°)
1.88958825828731e+003	(-1.21696924954330e+001dB,-1.07202412147340e+002°)
1.89614843350659e+003	(-1.21409879242497e+001dB,-1.07261116284261e+002°)
1.90273138400441e+003	(-1.21122928187847e+001dB,-1.07320014076574e+002°)
1.90933718885081e+003	(-1.20836072413401e+001dB,-1.07379106093671e+002°)
1.91596592739035e+003	(-1.20549312546043e+001dB,-1.07438392905914e+002°)
1.92261767924302e+003	(-1.20262649216538e+001dB,-1.07497875084635e+002°)
1.92929252430528e+003	(-1.19976083059554e+001dB,-1.07557553202122e+002°)
1.93599054275093e+003	(-1.19689614713683e+001dB,-1.07617427831621e+002°)
1.94271181503214e+003	(-1.19403244821464e+001dB,-1.07677499547322e+002°)
1.94945642188037e+003	(-1.19116974029400e+001dB,-1.07737768924357e+002°)
1.95622444430737e+003	(-1.18830802987980e+001dB,-1.07798236538793e+002°)
1.96301596360615e+003	(-1.18544732351703e+001dB,-1.07858902967625e+002°)
1.96983106135193e+003	(-1.18258762779097e+001dB,-1.07919768788767e+002°)
1.97666981940315e+003	(-1.17972894932740e+001dB,-1.07980834581050e+002°)
1.98353231990244e+003	(-1.17687129479281e+001dB,-1.08042100924212e+002°)
1.99041864527761e+003	(-1.17401467089464e+001dB,-1.08103568398890e+002°)
1.99732887824264e+003	(-1.17115908438146e+001dB,-1.08165237586614e+002°)
2.00426310179867e+003	(-1.16830454204320e+001dB,-1.08227109069801e+002°)
2.01122139923499e+003	(-1.16545105071139e+001dB,-1.08289183431747e+002°)
2.01820385413006e+003	(-1.16259861725932e+001dB,-1.08351461256617e+002°)
2.02521055035251e+003	(-1.15974724860230e+001dB,-1.08413943129440e+002°)
2.03224157206213e+003	(-1.15689695169789e+001dB,-1.08476629636101e+002°)
2.03929700371088e+003	(-1.15404773354606e+001dB,-1.08539521363334e+002°)
2.04637693004395e+003	(-1.15119960118945e+001dB,-1.08602618898711e+002°)
2.05348143610071e+003	(-1.14835256171360e+001dB,-1.08665922830635e+002°)
2.06061060721579e+003	(-1.14550662224713e+001dB,-1.08729433748335e+002°)
2.06776452902005e+003	(-1.14266178996200e+001dB,-1.08793152241853e+002°)
2.07494328744168e+003	(-1.13981807207371e+001dB,-1.08857078902041e+002°)
2.08214696870716e+003	(-1.13697547584150e+001dB,-1.08921214320544e+002°)
2.08937565934234e+003	(-1.13413400856861e+001dB,-1.08985559089802e+002°)
2.09662944617345e+003	(-1.13129367760250e+001dB,-1.09050113803031e+002°)
2.10390841632818e+003	(-1.12845449033505e+001dB,-1.09114879054224e+002°)
2.11121265723670e+003	(-1.12561645420279e+001dB,-1.09179855438131e+002°)
2.11854225663271e+003	(-1.12277957668712e+001dB,-1.09245043550260e+002°)
2.12589730255449e+003	(-1.11994386531457e+001dB,-1.09310443986862e+002°)
2.13327788334599e+003	(-1.11710932765697e+001dB,-1.09376057344921e+002°)
2.14068408765785e+003	(-1.11427597133171e+001dB,-1.09441884222149e+002°)
2.14811600444849e+003	(-1.11144380400196e+001dB,-1.09507925216972e+002°)
2.15557372298518e+003	(-1.10861283337689e+001dB,-1.09574180928522e+002°)
2.16305733284507e+003	(-1.10578306721191e+001dB,-1.09640651956627e+002°)
2.17056692391635e+003	(-1.10295451330888e+001dB,-1.09707338901801e+002°)
2.17810258639923e+003	(-1.10012717951634e+001dB,-1.09774242365233e+002°)
2.18566441080711e+003	(-1.09730107372976e+001dB,-1.09841362948776e+002°)
2.19325248796760e+003	(-1.09447620389174e+001dB,-1.09908701254940e+002°)
2.20086690902366e+003	(-1.09165257799225e+001dB,-1.09976257886877e+002°)
2.20850776543468e+003	(-1.08883020406886e+001dB,-1.10044033448374e+002°)
2.21617514897755e+003	(-1.08600909020698e+001dB,-1.10112028543838e+002°)
2.22386915174781e+003	(-1.08318924454006e+001dB,-1.10180243778289e+002°)
2.23158986616072e+003	(-1.08037067524986e+001dB,-1.10248679757347e+002°)
2.23933738495239e+003	(-1.07755339056665e+001dB,-1.10317337087219e+002°)
2.24711180118087e+003	(-1.07473739876946e+001dB,-1.10386216374691e+002°)
2.25491320822731e+003	(-1.07192270818628e+001dB,-1.10455318227113e+002°)
2.26274169979703e+003	(-1.06910932719434e+001dB,-1.10524643252391e+002°)
2.27059736992069e+003	(-1.06629726422031e+001dB,-1.10594192058971e+002°)
2.27848031295539e+003	(-1.06348652774052e+001dB,-1.10663965255829e+002°)
2.28639062358583e+003	(-1.06067712628124e+001dB,-1.10733963452460e+002°)
2.29432839682540e+003	(-1.05786906841887e+001dB,-1.10804187258862e+002°)
2.30229372801739e+003	(-1.05506236278018e+001dB,-1.10874637285527e+002°)
2.31028671283607e+003	(-1.05225701804256e+001dB,-1.10945314143427e+002°)
2.31830744728788e+003	(-1.04945304293424e+001dB,-1.11016218444001e+002°)
2.32635602771258e+003	(-1.04665044623453e+001dB,-1.11087350799143e+002°)
2.33443255078436e+003	(-1.04384923677404e+001dB,-1.11158711821186e+002°)
2.34253711351308e+003	(-1.04104942343495e+001dB,-1.11230302122893e+002°)
2.35066981324537e+003	(-1.03825101515119e+001dB,-1.11302122317440e+002°)
2.35883074766584e+003	(-1.03545402090873e+001dB,-1.11374173018404e+002°)
2.36702001479822e+003	(-1.03265844974576e+001dB,-1.11446454839749e+002°)
2.37523771300656e+003	(-1.02986431075299e+001dB,-1.11518968395813e+002°)
2.38348394099641e+003	(-1.02707161307381e+001dB,-1.11591714301291e+002°)
2.39175879781598e+003	(-1.02428036590461e+001dB,-1.11664693171224e+002°)
2.40006238285739e+003	(-1.02149057849491e+001dB,-1.11737905620983e+002°)
2.40839479585779e+003	(-1.01870226014769e+001dB,-1.11811352266254e+002°)
2.41675613690060e+003	(-1.01591542021958e+001dB,-1.11885033723025e+002°)
2.42514650641672e+003	(-1.01313006812113e+001dB,-1.11958950607569e+002°)
2.43356600518570e+003	(-1.01034621331695e+001dB,-1.12033103536430e+002°)
2.44201473433698e+003	(-1.00756386532609e+001dB,-1.12107493126409e+002°)
2.45049279535110e+003	(-1.00478303372216e+001dB,-1.12182119994546e+002°)
2.45900029006091e+003	(-1.00200372813359e+001dB,-1.12256984758104e+002°)
2.46753732065279e+003	(-9.99225958243925e+000dB,-1.12332088034559e+002°)
2.47610398966791e+003	(-9.96449733791970e+000dB,-1.12407430441576e+002°)
2.48470040000341e+003	(-9.93675064572095e+000dB,-1.12483012596999e+002°)
2.49332665491369e+003	(-9.90901960434432e+000dB,-1.12558835118832e+002°)
2.50198285801159e+003	(-9.88130431285127e+000dB,-1.12634898625221e+002°)
2.51066911326969e+003	(-9.85360487086569e+000dB,-1.12711203734443e+002°)
2.51938552502154e+003	(-9.82592137857614e+000dB,-1.12787751064883e+002°)
2.52813219796290e+003	(-9.79825393673847e+000dB,-1.12864541235019e+002°)
2.53690923715300e+003	(-9.77060264667788e+000dB,-1.12941574863408e+002°)
2.54571674801583e+003	(-9.74296761029133e+000dB,-1.13018852568664e+002°)
2.55455483634137e+003	(-9.71534893004998e+000dB,-1.13096374969442e+002°)
2.56342360828688e+003	(-9.68774670900149e+000dB,-1.13174142684422e+002°)
2.57232317037818e+003	(-9.66016105077216e+000dB,-1.13252156332289e+002°)
2.58125362951090e+003	(-9.63259205956963e+000dB,-1.13330416531716e+002°)
2.59021509295180e+003	(-9.60503984018467e+000dB,-1.13408923901344e+002°)
2.59920766834005e+003	(-9.57750449799415e+000dB,-1.13487679059766e+002°)
2.60823146368849e+003	(-9.54998613896282e+000dB,-1.13566682625508e+002°)
2.61728658738499e+003	(-9.52248486964588e+000dB,-1.13645935217007e+002°)
2.62637314819369e+003	(-9.49500079719123e+000dB,-1.13725437452596e+002°)
2.63549125525633e+003	(-9.46753402934171e+000dB,-1.13805189950482e+002°)
2.64464101809357e+003	(-9.44008467443762e+000dB,-1.13885193328728e+002°)
2.65382254660631e+003	(-9.41265284141869e+000dB,-1.13965448205233e+002°)
2.66303595107697e+003	(-9.38523863982666e+000dB,-1.14045955197711e+002°)
2.67228134217088e+003	(-9.35784217980743e+000dB,-1.14126714923673e+002°)
2.68155883093753e+003	(-9.33046357211322e+000dB,-1.14207728000405e+002°)
2.69086852881198e+003	(-9.30310292810516e+000dB,-1.14288995044949e+002°)
2.70021054761615e+003	(-9.27576035975532e+000dB,-1.14370516674082e+002°)
2.70958499956018e+003	(-9.24843597964898e+000dB,-1.14452293504293e+002°)
2.71899199724378e+003	(-9.22112990098696e+000dB,-1.14534326151766e+002°)
2.72843165365756e+003	(-9.19384223758780e+000dB,-1.14616615232356e+002°)
2.73790408218443e+003	(-9.16657310389010e+000dB,-1.14699161361567e+002°)
2.74740939660091e+003	(-9.13932261495472e+000dB,-1.14781965154533e+002°)
2.75694771107855e+003	(-9.11209088646693e+000dB,-1.14865027225994e+002°)
2.76651914018527e+003	(-9.08487803473862e+000dB,-1.14948348190275e+002°)
2.77612379888672e+003	(-9.05768417671069e+000dB,-1.15031928661262e+002°)
2.78576180254770e+003	(-9.03050942995499e+000dB,-1.15115769252383e+002°)
2.79543326693352e+003	(-9.00335391267683e+000dB,-1.15199870576582e+002°)
2.80513830821141e+003	(-8.97621774371683e+000dB,-1.15284233246297e+002°)
2.81487704295190e+003	(-8.94910104255337e+000dB,-1.15368857873438e+002°)
2.82464958813020e+003	(-8.92200392930448e+000dB,-1.15453745069363e+002°)
2.83445606112766e+003	(-8.89492652473047e+000dB,-1.15538895444854e+002°)
2.84429657973313e+003	(-8.86786895023532e+000dB,-1.15624309610094e+002°)
2.85417126214440e+003	(-8.84083132786958e+000dB,-1.15709988174642e+002°)
2.86408022696962e+003	(-8.81381378033207e+000dB,-1.15795931747411e+002°)
2.87402359322869e+003	(-8.78681643097211e+000dB,-1.15882140936640e+002°)
2.88400148035476e+003	(-8.75983940379161e+000dB,-1.15968616349874e+002°)
2.89401400819559e+003	(-8.73288282344707e+000dB,-1.16055358593936e+002°)
2.90406129701502e+003	(-8.70594681525193e+000dB,-1.16142368274902e+002°)
2.91414346749444e+003	(-8.67903150517821e+000dB,-1.16229645998078e+002°)
2.92426064073419e+003	(-8.65213701985900e+000dB,-1.16317192367971e+002°)
2.93441293825506e+003	(-8.62526348659025e+000dB,-1.16405007988267e+002°)
2.94460048199971e+003	(-8.59841103333290e+000dB,-1.16493093461804e+002°)
2.95482339433417e+003	(-8.57157978871473e+000dB,-1.16581449390543e+002°)
2.96508179804930e+003	(-8.54476988203258e+000dB,-1.16670076375546e+002°)
2.97537581636223e+003	(-8.51798144325421e+000dB,-1.16758975016947e+002°)
2.98570557291789e+003	(-8.49121460302029e+000dB,-1.16848145913926e+002°)
2.99607119179049e+003	(-8.46446949264634e+000dB,-1.16937589664681e+002°)
3.00647279748495e+003	(-8.43774624412481e+000dB,-1.17027306866401e+002°)
3.01691051493848e+003	(-8.41104499012680e+000dB,-1.17117298115239e+002°)
3.02738446952202e+003	(-8.38436586400409e+000dB,-1.17207564006286e+002°)
3.03789478704177e+003	(-8.35770899979092e+000dB,-1.17298105133540e+002°)
3.04844159374071e+003	(-8.33107453220614e+000dB,-1.17388922089878e+002°)
3.05902501630009e+003	(-8.30446259665474e+000dB,-1.17480015467031e+002°)
3.06964518184096e+003	(-8.27787332922994e+000dB,-1.17571385855552e+002°)
3.08030221792572e+003	(-8.25130686671479e+000dB,-1.17663033844788e+002°)
3.09099625255962e+003	(-8.22476334658425e+000dB,-1.17754960022852e+002°)
3.10172741419232e+003	(-8.19824290700669e+000dB,-1.17847164976593e+002°)
3.11249583171943e+003	(-8.17174568684587e+000dB,-1.17939649291566e+002°)
3.12330163448404e+003	(-8.14527182566270e+000dB,-1.18032413552003e+002°)
3.13414495227828e+003	(-8.11882146371673e+000dB,-1.18125458340783e+002°)
3.14502591534492e+003	(-8.09239474196806e+000dB,-1.18218784239401e+002°)
3.15594465437887e+003	(-8.06599180207921e+000dB,-1.18312391827938e+002°)
3.16690130052878e+003	(-8.03961278641621e+000dB,-1.18406281685032e+002°)
3.17789598539863e+003	(-8.01325783805100e+000dB,-1.18500454387843e+002°)
3.18892884104930e+003	(-7.98692710076221e+000dB,-1.18594910512026e+002°)
3.20000000000012e+003	(-7.96062071903777e+000dB,-1.18689650631698e+002°)
3.21110959523053e+003	(-7.93433883807545e+000dB,-1.18784675319405e+002°)
3.22225776018162e+003	(-7.90808160378524e+000dB,-1.18879985146094e+002°)
3.23344462875777e+003	(-7.88184916279043e+000dB,-1.18975580681076e+002°)
3.24467033532822e+003	(-7.85564166242930e+000dB,-1.19071462491997e+002°)
3.25593501472872e+003	(-7.82945925075642e+000dB,-1.19167631144805e+002°)
3.26723880226314e+003	(-7.80330207654453e+000dB,-1.19264087203717e+002°)
3.27858183370509e+003	(-7.77717028928544e+000dB,-1.19360831231186e+002°)
3.28996424529954e+003	(-7.75106403919180e+000dB,-1.19457863787866e+002°)
3.30138617376447e+003	(-7.72498347719853e+000dB,-1.19555185432581e+002°)
3.31284775629253e+003	(-7.69892875496390e+000dB,-1.19652796722291e+002°)
3.32434913055265e+003	(-7.67290002487099e+000dB,-1.19750698212057e+002°)
3.33589043469172e+003	(-7.64689744002915e+000dB,-1.19848890455008e+002°)
3.34747180733622e+003	(-7.62092115427506e+000dB,-1.19947374002304e+002°)
3.35909338759394e+003	(-7.59497132217412e+000dB,-1.20046149403105e+002°)
3.37075531505560e+003	(-7.56904809902149e+000dB,-1.20145217204534e+002°)
3.38245772979655e+003	(-7.54315164084379e+000dB,-1.20244577951642e+002°)
3.39420077237843e+003	(-7.51728210439948e+000dB,-1.20344232187371e+002°)
3.40598458385088e+003	(-7.49143964718056e+000dB,-1.20444180452524e+002°)
3.41780930575326e+003	(-7.46562442741368e+000dB,-1.20544423285723e+002°)
3.42967508011627e+003	(-7.43983660406077e+000dB,-1.20644961223376e+002°)
3.44158204946374e+003	(-7.41407633682072e+000dB,-1.20745794799639e+002°)
3.45353035681430e+003	(-7.38834378612972e+000dB,-1.20846924546384e+002°)
3.46552014568309e+003	(-7.36263911316285e+000dB,-1.20948350993154e+002°)
3.47755156008352e+003	(-7.33696247983441e+000dB,-1.21050074667135e+002°)
3.48962474452896e+003	(-7.31131404879970e+000dB,-1.21152096093112e+002°)
3.50173984403450e+003	(-7.28569398345477e+000dB,-1.21254415793437e+002°)
3.51389700411870e+003	(-7.26010244793824e+000dB,-1.21357034287985e+002°)
3.52609637080529e+003	(-7.23453960713158e+000dB,-1.21459952094123e+002°)
3.53833809062500e+003	(-7.20900562666009e+000dB,-1.21563169726667e+002°)
3.55062231061724e+003	(-7.18350067289374e+000dB,-1.21666687697844e+002°)
3.56294917833194e+003	(-7.15802491294739e+000dB,-1.21770506517257e+002°)
3.57531884183124e+003	(-7.13257851468199e+000dB,-1.21874626691843e+002°)
3.58773144969137e+003	(-7.10716164670517e+000dB,-1.21979048725834e+002°)
3.60018715100433e+003	(-7.08177447837125e+000dB,-1.22083773120719e+002°)
3.61268609537976e+003	(-7.05641717978274e+000dB,-1.22188800375203e+002°)
3.62522843294670e+003	(-7.03108992178979e+000dB,-1.22294130985171e+002°)
3.63781431435539e+003	(-7.00579287599178e+000dB,-1.22399765443642e+002°)
3.65044389077910e+003	(-6.98052621473668e+000dB,-1.22505704240734e+002°)
3.66311731391594e+003	(-6.95529011112242e+000dB,-1.22611947863621e+002°)
3.67583473599066e+003	(-6.93008473899642e+000dB,-1.22718496796495e+002°)
3.68859630975651e+003	(-6.90491027295634e+000dB,-1.22825351520522e+002°)
3.70140218849707e+003	(-6.87976688835052e+000dB,-1.22932512513801e+002°)
3.71425252602805e+003	(-6.85465476127774e+000dB,-1.23039980251326e+002°)
3.72714747669921e+003	(-6.82957406858775e+000dB,-1.23147755204943e+002°)
3.74008719539613e+003	(-6.80452498788121e+000dB,-1.23255837843306e+002°)
